hotel_id,dia_del_ano,distancia,es_centrico,mes,target
2790,302,4.78,0,11,3.73
493,109,1.53,1,4,6.03
1961,282,1.58,1,10,5.28
8785,55,1.2,1,2,7.38
3073,185,3.4,1,7,8.53
5974,278,3.81,1,10,3.2
1553,11,3.99,1,1,5.83
3667,292,2.47,1,10,4.59
911,295,3.56,1,10,4.09
8777,272,2.45,1,10,6.16
63,119,3.4,1,4,6.58
2798,328,5.02,0,11,4.49
5884,152,1.51,1,6,7.13
2710,259,3.27,1,9,4.83
7015,154,6.04,0,6,7.94
4343,131,4.72,0,5,6.57
9987,152,3.4,1,6,6.57
7912,208,2.13,1,7,8.43
7048,336,2.94,1,12,2.53
1469,152,3.71,1,6,9.78
2987,170,2.79,1,6,9.32
8692,170,5.06,0,6,7.61
7951,314,2.46,1,11,4.82
3953,156,2.37,1,6,8.9
7533,28,4.83,0,1,7.63
9444,228,2.7,1,8,10.0
5728,48,3.58,1,2,8.89
2325,131,13.03,0,5,6.05
1209,331,4.23,0,12,3.77
7234,311,1.14,1,11,4.47
5062,91,29.63,0,4,0.0
4709,171,2.87,1,6,7.6
658,302,4.31,0,11,5.3
2282,24,1.39,1,1,7.31
3927,32,2.32,1,2,7.66
1415,320,2.79,1,11,3.15
5742,87,0.0,1,3,7.4
2266,277,3.74,1,10,4.19
5600,1,3.46,1,1,8.63
2401,154,3.59,1,6,8.12
7512,52,1.91,1,2,7.15
5946,86,28.02,0,3,0.0
8112,194,1.97,1,7,9.48
4005,363,2.33,1,1,8.35
6325,195,2.88,1,7,8.49
8600,248,5.11,0,9,5.49
403,300,0.83,1,10,5.34
9053,300,2.67,1,10,3.29
177,147,4.39,0,5,6.79
5823,22,3.04,1,1,6.53
8856,101,2.61,1,4,4.59
4119,242,2.74,1,9,6.68
2957,28,2.54,1,1,8.0
7587,216,2.41,1,8,10.0
9423,187,3.3,1,7,8.1
3273,205,5.12,0,7,7.88
8886,315,3.77,1,11,4.53
2473,96,1.16,1,4,5.73
2714,271,4.24,0,10,6.2
9348,352,2.65,1,12,4.29
8308,240,29.11,0,8,1.67
8564,99,3.59,1,4,3.67
2971,197,10.99,0,7,7.12
9487,246,3.64,1,9,5.17
722,114,14.1,0,4,3.62
6653,239,1.89,1,8,8.66
5847,330,3.48,1,11,3.73
8216,269,3.1,1,9,7.45
1052,109,2.76,1,4,3.77
5968,89,4.63,0,3,8.16
9006,346,1.36,1,12,4.45
5753,318,3.39,1,11,4.6
487,248,3.26,1,9,6.09
6841,183,3.02,1,7,8.62
9777,183,1.16,1,7,10.0
5193,290,3.27,1,10,3.95
938,30,25.22,0,1,0.0
9697,182,4.64,0,7,8.54
3512,297,2.65,1,10,4.72
8343,151,2.48,1,6,7.8
9860,246,2.51,1,9,4.84
140,152,5.05,0,6,9.11
7746,32,3.2,1,2,9.41
3627,145,1.37,1,5,7.58
33,172,2.81,1,6,8.45
2204,351,19.68,0,12,1.8
9526,137,3.09,1,5,7.54
1133,298,2.69,1,10,4.94
1821,145,1.66,1,5,8.77
5466,275,4.47,0,10,6.24
2861,320,3.34,1,11,5.19
7416,16,4.16,0,1,9.53
8829,87,2.57,1,3,7.63
536,209,2.54,1,7,8.5
9209,18,10.16,0,1,6.03
8497,208,3.07,1,7,9.92
3491,201,25.67,0,7,0.39
6998,81,2.1,1,3,6.7
1986,119,1.2,1,4,4.18
1769,118,2.86,1,4,7.44
661,234,2.81,1,8,9.02
1272,209,5.65,0,7,8.71
9747,183,2.48,1,7,7.66
2660,37,3.74,1,2,8.55
5790,204,2.15,1,7,9.59
411,180,1.42,1,6,7.25
6253,297,3.64,1,10,5.73
8756,242,1.04,1,9,5.78
3773,170,4.43,0,6,8.15
2257,210,5.17,0,7,9.03
9243,32,1.57,1,2,8.25
9275,22,0.56,1,1,6.99
1139,156,3.88,1,6,8.54
8267,318,2.3,1,11,5.47
7993,185,2.77,1,7,8.88
4859,258,3.15,1,9,6.78
4546,43,2.74,1,2,8.26
1783,301,15.63,0,11,0.37
9369,147,1.66,1,5,8.81
8031,171,6.58,0,6,6.86
7155,118,3.71,1,4,4.53
3902,264,1.98,1,9,5.84
7267,302,1.95,1,11,5.91
3718,111,3.06,1,4,6.86
2995,116,2.92,1,4,5.89
5683,208,2.92,1,7,8.55
9525,49,1.88,1,2,10.0
849,233,2.47,1,8,8.7
1716,19,5.17,0,1,6.8
8138,78,4.52,0,3,7.39
6710,130,4.68,0,5,6.63
6133,194,1.52,1,7,10.0
3039,305,2.41,1,11,3.75
2738,50,1.12,1,2,8.0
2247,71,1.08,1,3,8.76
1344,30,4.19,0,1,8.23
6438,317,3.8,1,11,4.07
4856,106,3.92,1,4,4.29
7570,314,3.81,1,11,3.23
6233,72,3.93,1,3,5.22
7173,27,22.54,0,1,3.21
4110,210,2.09,1,7,10.0
4424,267,2.52,1,9,6.93
8013,265,1.55,1,9,5.53
2293,236,1.55,1,8,8.72
8391,229,1.02,1,8,9.5
3789,166,4.12,0,6,9.46
8887,349,5.09,0,12,3.68
6886,183,3.31,1,7,9.03
9059,93,4.18,0,4,4.24
3436,355,2.84,1,12,4.52
6164,98,3.14,1,4,5.09
547,213,13.42,0,8,3.84
2143,232,26.44,0,8,0.24
7456,233,19.85,0,8,3.9
8332,307,6.59,0,11,4.62
2976,281,2.02,1,10,2.91
3208,288,2.95,1,10,5.32
8868,51,3.27,1,2,6.28
2513,305,26.46,0,11,0.99
8771,162,3.74,1,6,8.9
6351,72,0.77,1,3,6.23
3923,51,2.84,1,2,7.71
1344,193,4.19,0,7,9.44
6108,221,2.29,1,8,9.8
9778,189,3.32,1,7,8.05
909,66,1.64,1,3,8.17
2123,209,4.16,0,7,8.87
7975,290,3.19,1,10,4.87
6596,322,2.85,1,11,4.43
9619,292,3.28,1,10,6.14
1123,231,2.49,1,8,9.49
9287,37,3.91,1,2,8.3
6312,135,2.82,1,5,6.58
6601,309,0.3,1,11,5.17
4775,276,2.32,1,10,5.3
7937,49,2.54,1,2,7.99
1440,91,3.28,1,4,4.84
5311,206,15.41,0,7,6.45
7353,121,0.52,1,5,7.84
8918,193,0.74,1,7,9.61
2120,235,2.84,1,8,9.04
7938,153,4.22,0,6,9.27
3106,179,3.54,1,6,8.42
7436,223,3.52,1,8,8.07
5614,316,3.89,1,11,5.24
3628,291,1.32,1,10,7.48
6726,78,4.39,0,3,7.82
1306,263,1.81,1,9,5.59
3708,175,4.21,0,6,8.94
9876,74,1.34,1,3,7.09
4328,297,4.01,0,10,6.47
1250,195,2.2,1,7,10.0
1721,198,0.45,1,7,7.48
1481,359,2.8,1,12,3.64
3051,203,1.79,1,7,8.95
6816,267,2.24,1,9,5.77
1420,265,3.34,1,9,5.3
2128,115,3.24,1,4,4.91
9990,89,3.2,1,3,6.41
4214,182,4.63,0,7,8.11
7589,208,3.19,1,7,6.91
4888,299,3.02,1,10,5.52
2722,329,2.02,1,11,5.72
2997,311,3.24,1,11,3.9
2832,22,4.43,0,1,6.03
6310,227,24.55,0,8,1.82
4043,280,2.58,1,10,6.54
6024,256,5.01,0,9,5.99
3226,185,1.92,1,7,8.63
9860,335,2.51,1,12,2.62
4884,18,3.96,1,1,8.52
5211,114,3.27,1,4,5.11
9221,283,4.16,0,10,4.65
7007,170,2.24,1,6,8.18
5866,173,2.93,1,6,8.79
1940,8,2.45,1,1,8.38
6443,49,1.57,1,2,8.11
1192,222,1.94,1,8,7.92
3893,288,3.1,1,10,4.35
9379,147,17.62,0,5,2.65
4413,297,1.51,1,10,5.99
5049,60,4.06,0,2,7.9
4019,333,1.2,1,12,5.31
27,91,2.38,1,4,4.69
4718,309,2.12,1,11,5.37
3341,237,4.42,0,8,6.38
2227,218,0.8,1,8,9.6
1604,96,3.43,1,4,3.8
9135,341,1.65,1,12,2.55
8635,72,13.31,0,3,4.93
2663,248,2.25,1,9,6.63
5300,109,1.65,1,4,5.35
2697,363,4.33,0,1,6.31
6778,362,1.69,1,1,8.86
2644,202,2.25,1,7,9.34
1043,96,3.84,1,4,5.96
516,167,4.27,0,6,6.41
7126,297,3.28,1,10,5.96
774,228,2.13,1,8,8.28
6518,154,0.62,1,6,9.59
7597,199,1.18,1,7,9.54
7385,69,2.76,1,3,5.96
2584,157,1.68,1,6,8.56
5666,153,2.58,1,6,7.81
8536,160,3.13,1,6,7.98
6499,218,1.6,1,8,8.08
3144,12,3.18,1,1,8.45
8853,157,20.66,0,6,2.1
8207,115,2.76,1,4,6.01
640,345,2.93,1,12,6.88
1495,101,29.69,0,4,0.0
2403,41,0.42,1,2,6.8
4403,75,1.66,1,3,9.19
3098,122,26.17,0,5,1.37
4334,173,23.9,0,6,1.8
3981,357,4.14,0,12,3.07
7937,188,2.54,1,7,8.1
223,77,4.66,0,3,6.0
1663,319,3.61,1,11,3.62
14,121,0.7,1,5,7.04
2422,136,4.46,0,5,7.4
4097,50,0.63,1,2,9.29
3886,118,2.54,1,4,5.27
2423,324,1.96,1,11,5.18
2941,135,10.8,0,5,7.22
5364,242,5.65,0,9,4.84
7909,285,3.03,1,10,3.76
3487,109,3.38,1,4,6.16
7950,304,26.98,0,11,0.0
4056,245,2.0,1,9,6.01
59,274,3.91,1,10,5.34
6513,102,2.38,1,4,6.76
8393,73,25.62,0,3,1.23
9594,278,1.91,1,10,3.5
8940,180,4.62,0,6,8.4
2182,145,3.02,1,5,7.43
9390,204,0.95,1,7,8.82
7437,91,0.59,1,4,4.18
1447,42,4.39,0,2,6.87
1546,104,3.22,1,4,3.05
2862,1,3.28,1,1,6.23
9018,54,25.11,0,2,0.03
5307,130,4.31,0,5,5.6
2510,206,4.94,0,7,9.23
9486,182,2.54,1,7,9.0
322,8,26.14,0,1,1.51
1208,320,1.03,1,11,5.04
7045,264,2.64,1,9,4.85
4975,219,3.16,1,8,7.94
8854,245,3.32,1,9,6.0
3823,227,2.25,1,8,8.65
5471,220,2.38,1,8,9.23
1452,215,2.06,1,8,9.77
9128,63,1.55,1,3,7.48
5064,359,2.65,1,12,5.41
3198,325,2.55,1,11,5.01
7612,335,3.71,1,12,2.97
5705,130,2.2,1,5,8.7
7598,141,3.76,1,5,5.78
88,64,2.05,1,3,7.52
4999,25,12.91,0,1,4.98
6098,332,5.46,0,12,2.41
2203,174,2.04,1,6,9.06
4311,114,3.13,1,4,5.09
2535,202,1.78,1,7,7.56
3823,188,2.25,1,7,9.43
857,314,1.8,1,11,3.67
2841,221,2.79,1,8,8.74
3377,207,3.11,1,7,8.84
9696,31,3.44,1,2,7.96
3918,195,2.4,1,7,6.93
8969,25,3.76,1,1,6.88
7464,245,2.72,1,9,6.47
6293,121,4.04,0,5,9.81
444,358,24.08,0,12,0.93
3704,91,2.03,1,4,5.15
8089,61,3.4,1,3,7.52
8595,361,0.8,1,1,8.17
4141,109,2.97,1,4,5.84
8905,125,2.63,1,5,7.35
2460,234,3.11,1,8,9.59
5667,355,1.52,1,12,4.46
136,351,1.94,1,12,3.26
7251,333,3.64,1,12,2.01
679,282,3.84,1,10,4.16
6750,9,3.48,1,1,8.25
4750,147,17.17,0,5,3.37
2692,319,3.65,1,11,4.42
7559,207,1.94,1,7,9.61
87,110,18.21,0,4,1.54
4162,217,2.4,1,8,8.64
1651,339,3.07,1,12,3.58
1191,256,1.03,1,9,5.32
3976,279,3.19,1,10,4.75
6573,105,4.77,0,4,5.44
5743,173,2.8,1,6,9.31
6855,104,1.64,1,4,4.86
1566,182,2.84,1,7,9.55
5187,324,2.53,1,11,3.96
3125,14,4.39,0,1,6.8
4912,40,0.66,1,2,10.0
8536,197,3.13,1,7,8.54
1482,15,1.39,1,1,7.11
7896,336,21.46,0,12,0.7
6217,237,4.56,0,8,7.79
2944,261,2.2,1,9,7.4
1008,314,2.24,1,11,4.27
5500,26,1.89,1,1,8.81
4608,285,15.84,0,10,3.89
3753,232,3.19,1,8,7.91
1141,36,3.09,1,2,7.92
2395,304,3.6,1,11,4.34
541,362,3.82,1,1,8.08
6153,122,13.14,0,5,4.6
2027,137,2.53,1,5,7.47
7525,290,4.07,0,10,4.9
1107,159,3.28,1,6,8.49
3774,297,2.9,1,10,5.15
4292,74,2.14,1,3,9.3
5462,248,3.26,1,9,6.84
8133,336,4.92,0,12,3.35
5732,45,2.26,1,2,7.52
3562,267,2.41,1,9,7.42
2918,346,2.36,1,12,2.87
4708,147,4.61,0,5,5.49
4931,83,4.58,0,3,5.0
3831,129,0.58,1,5,9.14
5313,135,3.27,1,5,8.37
6681,84,3.02,1,3,6.9
6808,347,3.78,1,12,2.94
6678,191,3.34,1,7,8.34
7684,163,18.37,0,6,5.72
4663,6,2.9,1,1,8.04
1495,238,29.69,0,8,0.44
2716,23,4.11,0,1,7.33
9951,159,3.93,1,6,8.35
4669,3,1.72,1,1,8.86
3855,25,2.27,1,1,10.0
2449,12,4.07,0,1,7.69
5281,182,22.14,0,7,3.14
9867,146,1.77,1,5,7.17
2254,57,3.02,1,2,7.83
5104,55,26.18,0,2,1.42
174,213,3.79,1,8,8.1
7710,352,1.62,1,12,4.02
9508,132,1.06,1,5,7.01
3711,99,1.82,1,4,6.14
2213,30,2.28,1,1,8.37
3644,63,0.78,1,3,6.75
153,9,3.98,1,1,7.69
6433,330,3.77,1,11,5.68
5364,80,5.65,0,3,5.98
3156,79,5.18,0,3,6.63
1067,50,2.88,1,2,8.11
3755,84,2.57,1,3,7.44
4047,8,2.28,1,1,7.21
4664,86,2.64,1,3,5.8
5015,158,2.21,1,6,8.05
1161,143,5.88,0,5,7.04
9390,53,0.95,1,2,8.49
7420,58,3.29,1,2,7.78
8127,298,2.33,1,10,5.41
3046,324,3.94,1,11,3.02
3323,124,3.0,1,5,6.6
9760,116,3.11,1,4,5.59
9603,68,3.35,1,3,6.49
6074,103,3.53,1,4,5.47
6042,282,0.61,1,10,4.32
1724,202,16.7,0,7,4.42
1598,302,3.36,1,11,2.35
2744,9,3.88,1,1,6.53
3159,215,3.28,1,8,7.49
5909,286,3.37,1,10,3.48
4489,59,3.18,1,2,6.8
924,235,13.22,0,8,5.59
5848,67,3.43,1,3,7.81
8552,320,4.49,0,11,3.72
1361,340,1.81,1,12,3.1
1075,329,2.69,1,11,4.43
7055,76,2.19,1,3,6.68
6618,59,2.32,1,2,6.83
1817,247,3.61,1,9,6.7
1413,344,2.47,1,12,3.38
3608,72,2.56,1,3,6.2
2691,362,3.26,1,1,7.45
3184,104,3.53,1,4,7.65
1309,219,3.1,1,8,9.29
8238,279,3.48,1,10,4.96
8552,188,4.49,0,7,6.07
1964,347,2.74,1,12,1.93
1984,206,2.87,1,7,9.13
3303,76,1.98,1,3,6.71
7620,51,2.7,1,2,6.58
6011,156,3.43,1,6,8.28
2215,245,1.81,1,9,5.83
6678,321,3.34,1,11,3.8
5132,59,1.47,1,2,7.91
6420,21,1.7,1,1,7.47
3461,183,4.74,0,7,7.03
449,30,4.73,0,1,6.23
8424,361,4.4,0,1,7.27
6572,296,29.02,0,10,0.0
7803,157,19.01,0,6,5.67
4878,223,3.46,1,8,9.34
2230,190,1.69,1,7,10.0
7128,168,2.59,1,6,7.79
3136,69,3.25,1,3,5.84
519,112,3.0,1,4,3.98
8455,144,1.8,1,5,9.36
3532,341,2.26,1,12,5.04
5621,138,22.03,0,5,2.8
319,290,2.01,1,10,5.48
7226,140,0.0,1,5,7.61
3849,146,3.97,1,5,7.45
4975,46,3.16,1,2,9.2
7541,280,25.23,0,10,1.6
8296,333,3.56,1,12,2.41
237,25,2.07,1,1,7.61
7950,36,26.98,0,2,1.32
9984,95,2.28,1,4,4.68
1145,12,4.2,0,1,7.27
7396,53,3.87,1,2,8.91
4139,319,28.49,0,11,0.0
1250,279,2.2,1,10,3.98
2452,106,1.88,1,4,8.51
8745,213,3.21,1,8,9.57
648,135,3.26,1,5,7.07
2544,349,3.95,1,12,3.47
931,36,1.21,1,2,6.03
9357,28,4.88,0,1,7.14
375,213,2.99,1,8,7.81
9983,166,1.12,1,6,9.24
4953,254,4.62,0,9,7.55
3853,306,4.31,0,11,4.72
5020,31,3.72,1,2,9.48
6229,45,14.74,0,2,2.93
7110,155,4.3,0,6,6.6
8549,58,3.12,1,2,8.86
8389,262,18.96,0,9,2.68
9569,257,3.77,1,9,6.59
7499,141,1.17,1,5,7.66
3690,53,3.58,1,2,7.68
5124,242,6.74,0,9,6.12
7448,339,5.02,0,12,3.58
2611,104,4.27,0,4,4.57
9054,184,1.53,1,7,10.0
2292,43,1.1,1,2,8.28
3253,91,14.81,0,4,2.84
9854,36,4.62,0,2,6.85
620,207,1.69,1,7,9.78
6552,315,1.46,1,11,4.51
9735,155,3.94,1,6,6.22
7785,171,4.56,0,6,7.8
4002,232,3.85,1,8,7.2
7716,333,2.83,1,12,3.89
7720,178,2.13,1,6,8.8
7483,98,1.66,1,4,5.0
946,186,2.78,1,7,10.0
9492,199,1.01,1,7,9.59
2311,39,14.09,0,2,4.13
163,130,3.63,1,5,6.67
7903,246,3.46,1,9,5.81
1721,220,0.45,1,8,9.86
7969,86,3.51,1,3,5.84
6704,118,2.1,1,4,5.65
3964,71,11.8,0,3,4.05
4917,278,3.45,1,10,4.67
2642,249,4.47,0,9,6.43
2140,62,2.82,1,3,5.86
571,171,3.91,1,6,8.78
8571,202,3.75,1,7,9.06
8858,100,3.18,1,4,6.69
802,257,1.69,1,9,4.85
2098,203,4.35,0,7,9.57
589,51,3.47,1,2,7.21
5636,180,2.83,1,6,6.82
5906,18,2.31,1,1,7.65
1455,186,4.2,0,7,9.11
5281,109,22.14,0,4,1.49
8357,161,3.76,1,6,9.66
3405,57,11.14,0,2,5.01
3141,156,2.6,1,6,8.64
8366,194,3.04,1,7,8.8
5033,252,3.99,1,9,5.05
6208,317,1.65,1,11,4.7
6644,351,4.59,0,12,3.17
3994,141,4.02,0,5,7.02
2012,227,26.55,0,8,1.15
3028,55,3.68,1,2,7.46
9868,38,1.08,1,2,8.29
5481,274,2.97,1,10,6.51
7241,359,16.66,0,12,0.8
9951,93,3.93,1,4,4.49
96,8,4.65,0,1,9.02
9085,223,3.88,1,8,9.54
8218,231,1.59,1,8,9.26
2681,203,3.75,1,7,10.0
4123,64,5.6,0,3,6.59
9845,134,2.74,1,5,9.14
1973,297,1.71,1,10,7.12
7537,364,1.53,1,1,10.0
5030,111,2.01,1,4,4.45
7148,337,2.19,1,12,4.38
2864,232,1.6,1,8,8.91
1374,78,2.17,1,3,5.62
1173,122,2.92,1,5,8.56
7747,53,1.98,1,2,9.13
4889,192,0.22,1,7,9.78
9819,46,1.39,1,2,7.49
3286,73,2.46,1,3,6.94
3029,235,3.84,1,8,6.47
9501,258,2.92,1,9,4.97
5145,300,3.19,1,10,5.06
4669,38,1.72,1,2,8.63
6645,207,3.13,1,7,8.77
1033,87,1.8,1,3,6.49
1105,363,4.27,0,1,6.89
5445,342,2.67,1,12,6.08
6722,301,1.41,1,11,3.69
1774,23,2.73,1,1,6.35
9134,172,2.52,1,6,8.13
1655,349,3.72,1,12,4.02
1366,317,0.0,1,11,5.11
7258,217,4.04,0,8,7.47
6728,355,1.62,1,12,3.98
4598,314,1.52,1,11,5.86
6589,246,1.39,1,9,6.88
1959,43,0.55,1,2,8.5
9412,214,3.02,1,8,8.7
1221,151,1.82,1,6,8.18
634,365,5.25,0,1,7.87
802,156,1.69,1,6,10.0
5238,196,3.09,1,7,10.0
8303,47,14.47,0,2,4.83
5505,227,3.97,1,8,8.26
4887,118,3.77,1,4,7.12
6462,233,3.73,1,8,8.44
1831,170,0.12,1,6,8.98
2224,265,3.77,1,9,5.43
3371,329,14.81,0,11,1.73
2434,219,3.6,1,8,7.86
4655,81,2.88,1,3,8.71
7073,314,1.6,1,11,3.98
2510,94,4.94,0,4,6.54
6265,214,2.86,1,8,8.39
4885,3,3.02,1,1,9.14
533,305,2.71,1,11,3.47
1151,134,3.74,1,5,6.98
1684,246,20.66,0,9,0.56
6603,90,2.67,1,3,6.85
5711,222,4.97,0,8,8.71
3162,80,3.17,1,3,7.67
49,47,3.41,1,2,7.53
9619,9,3.28,1,1,7.66
1117,297,3.09,1,10,5.47
752,305,29.69,0,11,0.0
4532,169,4.2,0,6,7.6
9845,195,2.74,1,7,8.68
8022,199,4.53,0,7,8.72
5932,299,1.49,1,10,7.14
2505,315,3.68,1,11,5.69
6502,208,5.51,0,7,7.84
8147,55,2.98,1,2,6.84
4427,307,1.9,1,11,3.95
6420,97,1.7,1,4,4.18
9934,226,2.48,1,8,9.44
7123,263,6.2,0,9,4.16
5030,170,2.01,1,6,6.61
7937,146,2.54,1,5,8.05
9303,134,1.72,1,5,8.23
2010,68,3.27,1,3,5.6
5696,58,3.83,1,2,7.72
7532,113,2.6,1,4,4.16
158,248,3.22,1,9,6.15
1324,253,2.82,1,9,6.7
9172,355,2.84,1,12,4.31
5870,116,3.26,1,4,5.74
5754,326,4.14,0,11,2.42
6408,126,3.37,1,5,7.4
3358,6,3.87,1,1,10.0
9881,259,4.19,0,9,6.42
645,8,3.06,1,1,6.7
3050,198,3.15,1,7,8.24
5911,18,3.54,1,1,7.43
1525,281,2.84,1,10,3.1
621,317,2.02,1,11,4.76
9266,29,3.28,1,1,7.67
5302,344,1.47,1,12,3.5
5173,287,2.38,1,10,5.4
9830,166,1.31,1,6,8.36
6842,113,3.17,1,4,6.22
5870,181,3.26,1,7,9.1
3087,270,1.46,1,9,6.13
7419,328,3.48,1,11,4.86
2952,49,21.94,0,2,2.64
4667,233,2.35,1,8,7.8
7375,9,0.58,1,1,8.65
503,260,3.1,1,9,6.1
2202,265,2.11,1,9,5.92
6689,110,1.86,1,4,4.27
9556,7,2.94,1,1,7.5
369,2,2.14,1,1,9.62
3354,210,3.78,1,7,8.09
7028,130,5.22,0,5,7.51
7579,138,4.72,0,5,6.71
7060,261,2.25,1,9,6.64
2772,40,3.03,1,2,6.42
2266,75,3.74,1,3,7.73
8006,334,2.61,1,12,5.71
9657,357,11.42,0,12,1.78
7601,217,3.11,1,8,9.82
5130,361,2.6,1,1,6.95
3399,21,3.42,1,1,7.92
1874,249,3.18,1,9,5.09
7757,22,2.56,1,1,8.61
933,350,3.11,1,12,3.38
9786,331,2.63,1,12,3.6
3830,137,2.01,1,5,8.78
5910,242,1.44,1,9,7.91
4501,223,3.61,1,8,8.18
5207,87,1.81,1,3,8.15
3971,82,2.03,1,3,8.14
577,276,3.69,1,10,6.37
566,91,3.06,1,4,5.54
5699,223,1.8,1,8,9.26
1959,116,0.55,1,4,5.61
3592,102,3.06,1,4,7.72
3894,197,2.76,1,7,9.48
6062,247,3.1,1,9,6.19
7132,40,2.91,1,2,8.18
648,141,3.26,1,5,7.4
500,340,3.03,1,12,5.66
5625,277,0.37,1,10,5.9
7837,54,3.91,1,2,8.16
5628,336,3.64,1,12,3.4
1993,114,3.32,1,4,3.65
9371,359,2.84,1,12,3.62
2234,102,3.0,1,4,6.25
4930,40,2.7,1,2,7.87
8423,218,18.48,0,8,2.49
8868,223,3.27,1,8,10.0
7312,140,3.47,1,5,5.88
3026,132,4.04,0,5,6.15
5334,297,0.95,1,10,4.68
978,162,29.68,0,6,0.0
6495,322,3.04,1,11,4.54
4800,33,2.19,1,2,8.49
7090,337,2.4,1,12,3.09
5166,29,2.18,1,1,8.91
5918,225,5.52,0,8,8.52
1082,333,1.24,1,12,3.51
4891,115,26.96,0,4,0.0
7782,134,3.64,1,5,8.54
8445,98,1.65,1,4,5.0
2895,80,2.71,1,3,4.61
5405,141,21.11,0,5,1.98
5588,117,2.81,1,4,6.02
8364,332,2.23,1,12,4.44
21,3,4.76,0,1,6.44
6233,317,3.93,1,11,2.5
4969,211,2.72,1,8,8.94
6222,208,3.07,1,7,9.49
7963,343,3.15,1,12,4.7
217,154,3.07,1,6,9.53
210,175,21.14,0,6,2.95
7438,45,4.05,0,2,6.43
9119,270,2.83,1,9,5.86
6915,208,2.79,1,7,8.83
8490,307,1.41,1,11,3.85
2467,324,22.97,0,11,2.25
7026,177,4.08,0,6,9.24
8376,309,22.2,0,11,0.0
5509,47,1.68,1,2,7.7
8042,85,1.07,1,3,9.29
5282,69,4.19,0,3,7.62
538,95,2.01,1,4,5.79
3137,198,1.56,1,7,10.0
7018,53,2.09,1,2,9.56
9675,52,14.14,0,2,4.59
2882,74,1.58,1,3,5.75
8265,331,4.47,0,12,4.26
7143,210,4.87,0,7,9.29
9787,272,4.5,0,10,4.09
8796,89,4.15,0,3,6.72
6927,133,3.98,1,5,6.15
3175,345,1.96,1,12,2.09
799,328,5.17,0,11,4.36
2771,108,3.17,1,4,6.82
7950,66,26.98,0,3,1.08
1532,242,12.98,0,9,4.15
1420,89,3.34,1,3,5.33
7418,123,3.52,1,5,7.69
3282,200,3.8,1,7,8.18
4246,238,4.97,0,8,7.15
2610,77,4.3,0,3,7.31
3821,170,18.3,0,6,2.49
3243,115,1.96,1,4,5.4
9891,82,11.91,0,3,3.37
8865,67,3.1,1,3,6.43
8583,340,1.78,1,12,1.57
8740,105,1.96,1,4,6.15
4720,293,1.95,1,10,6.0
5264,363,3.62,1,1,10.0
3125,280,4.39,0,10,5.36
7780,207,3.78,1,7,7.84
917,122,4.28,0,5,7.85
2296,319,1.86,1,11,5.66
9538,56,3.2,1,2,8.9
4193,259,17.76,0,9,0.9
9769,25,3.49,1,1,7.25
2413,354,4.45,0,12,2.5
4562,78,4.31,0,3,7.95
3353,318,3.28,1,11,5.26
5227,95,28.98,0,4,1.33
8218,300,1.59,1,10,4.6
6228,198,2.6,1,7,9.27
9401,289,0.74,1,10,4.22
5195,190,3.0,1,7,7.9
8610,360,21.1,0,12,1.31
1742,105,4.43,0,4,5.34
2430,139,16.65,0,5,3.95
3720,117,4.55,0,4,4.44
6397,173,4.31,0,6,8.56
8067,39,0.49,1,2,8.37
6519,359,2.82,1,12,5.19
7852,109,4.93,0,4,4.59
618,327,2.42,1,11,2.76
3882,88,1.73,1,3,7.68
7963,118,3.15,1,4,5.71
4034,44,3.21,1,2,6.7
7555,273,4.54,0,10,4.77
4615,338,3.83,1,12,3.68
1328,278,1.4,1,10,5.34
2962,203,3.26,1,7,7.8
306,153,3.71,1,6,8.13
8681,176,2.79,1,6,9.5
9319,361,2.77,1,1,7.81
1710,352,5.15,0,12,3.53
3648,49,4.19,0,2,7.13
4066,24,5.27,0,1,6.18
3487,265,3.38,1,9,6.1
8906,307,3.23,1,11,4.02
9839,210,2.74,1,7,9.85
5407,178,14.66,0,6,6.09
9839,302,2.74,1,11,5.43
7423,212,3.26,1,8,7.73
7278,307,3.42,1,11,3.27
2032,21,1.34,1,1,7.08
6281,91,16.68,0,4,2.83
502,126,1.83,1,5,6.8
6795,147,1.98,1,5,6.36
6546,17,23.27,0,1,3.98
604,295,2.71,1,10,5.94
8947,238,4.65,0,8,8.36
7823,236,4.34,0,8,8.41
3896,352,4.88,0,12,4.97
5845,209,4.03,0,7,8.49
4423,133,1.75,1,5,8.15
9167,136,4.92,0,5,7.59
9089,230,15.25,0,8,6.53
8922,315,2.71,1,11,4.55
9506,313,2.51,1,11,5.82
6067,257,4.42,0,9,4.14
8542,214,20.23,0,8,5.21
922,121,3.18,1,5,7.57
9383,361,0.02,1,1,9.75
7279,317,1.82,1,11,3.41
766,224,13.51,0,8,3.87
4405,348,5.62,0,12,2.6
6062,335,3.1,1,12,3.61
4258,208,2.1,1,7,9.05
6510,6,1.2,1,1,8.23
9455,222,4.76,0,8,7.8
4172,271,1.9,1,10,3.29
4138,245,1.84,1,9,7.0
4573,162,2.03,1,6,8.69
1976,192,1.9,1,7,10.0
6696,213,1.14,1,8,8.66
931,364,1.21,1,1,8.26
957,303,0.56,1,11,5.06
8083,359,2.64,1,12,4.33
8185,162,5.81,0,6,8.81
3192,236,4.8,0,8,7.94
4041,274,4.5,0,10,5.53
9578,100,3.41,1,4,5.35
